chem,date,delay,price,time
Basic,2023-10-15,8 min Ago,950,12:09:04
Sniper,2023-10-15,8 min Ago,200,12:09:04
Finisher,2023-10-15,8 min Ago,350,12:09:04
Deadeye,2023-10-15,8 min Ago,200,12:09:04
Marksman,2023-10-15,8 min Ago,200,12:09:04
Hawk,2023-10-15,7 min Ago,700,12:09:04
Artist,2023-10-15,7 min Ago,200,12:09:04
Architect,2023-10-15,7 min Ago,200,12:09:04
Powerhouse,2023-10-15,7 min Ago,200,12:09:04
Maestro,2023-10-15,7 min Ago,200,12:09:04
Engine,2023-10-15,7 min Ago,600,12:09:04
Sentinel,2023-10-15,7 min Ago,200,12:09:04
Guardian,2023-10-15,7 min Ago,200,12:09:09
Gladiator,2023-10-15,7 min Ago,200,12:09:09
Backbone,2023-10-15,6 min Ago,200,12:09:09
Anchor,2023-10-15,6 min Ago,2600,12:09:09
Hunter,2023-10-15,5 min Ago,4200,12:09:09
Catalyst,2023-10-15,5 min Ago,450,12:09:09
Shadow,2023-10-15,4 min Ago,4700,12:09:09
Wall,2023-10-15,4 min Ago,200,12:09:10
Shield,2023-10-15,4 min Ago,200,12:09:10
Cat,2023-10-15,4 min Ago,200,12:09:10
Glove,2023-10-15,4 min Ago,200,12:09:10
GK Basic,2023-10-15,4 min Ago,400,12:09:10
