chem,date,delay,price,time
Basic,2023-10-15,8 min Ago,900,01:09:05
Sniper,2023-10-15,8 min Ago,200,01:09:05
Finisher,2023-10-15,8 min Ago,1000,01:09:05
Deadeye,2023-10-15,8 min Ago,200,01:09:05
Marksman,2023-10-15,8 min Ago,200,01:09:05
Hawk,2023-10-15,8 min Ago,400,01:09:05
Artist,2023-10-15,8 min Ago,200,01:09:05
Architect,2023-10-15,8 min Ago,200,01:09:05
Powerhouse,2023-10-15,7 min Ago,200,01:09:05
Maestro,2023-10-15,7 min Ago,200,01:09:05
Engine,2023-10-15,7 min Ago,650,01:09:05
Sentinel,2023-10-15,7 min Ago,200,01:09:05
Guardian,2023-10-15,7 min Ago,200,01:09:05
Gladiator,2023-10-15,7 min Ago,200,01:09:06
Backbone,2023-10-15,7 min Ago,250,01:09:06
Anchor,2023-10-15,6 min Ago,2600,01:09:06
Hunter,2023-10-15,6 min Ago,4700,01:09:06
Catalyst,2023-10-15,6 min Ago,600,01:09:06
Shadow,2023-10-15,6 min Ago,4800,01:09:06
Wall,2023-10-15,6 min Ago,200,01:09:06
Shield,2023-10-15,6 min Ago,200,01:09:06
Cat,2023-10-15,5 min Ago,300,01:09:06
Glove,2023-10-15,5 min Ago,200,01:09:06
GK Basic,2023-10-15,5 min Ago,450,01:09:06
